id,split,region,label,class,scene_type,purity,frac_water,frac_vegetation,frac_built_up,frac_barren,frac_cropland,deg_sigma_x,deg_sigma_y,deg_theta,deg_noise,deg_jpeg_q,deg_noise_seed
lulc_00036,lulc,28,2,built_up,urban_grid,0.7028266059027778,0.0,0.0763346354166666,0.7028266059027778,0.2208387586805555,0.0,1.629943932798509,2.1120613556438244,0.8402855786432832,4.7663320384647205,52,829874418
lulc_00037,lulc,25,3,barren,quarry,1.0,0.0,0.0,0.0,1.0,0.0,1.4375384369908484,0.6389168283982369,2.8117331180344647,0.7877745206338735,46,2082637651
lulc_00038,lulc,24,4,cropland,farmland,1.0,0.0,0.0,0.0,0.0,1.0,1.4411175129588107,2.1747217610010696,0.6213696238213295,1.751781403712393,52,579350925
lulc_00039,lulc,27,0,water,river_delta,1.0,1.0,0.0,0.0,0.0,0.0,2.3510754446518507,1.4844395240589954,1.6048972121005545,0.2679212604010388,76,428797930
lulc_00040,lulc,26,3,barren,river_delta,1.0,0.0,0.0,0.0,1.0,0.0,1.9495433964779112,1.1456236119656609,1.5697095304023716,4.7908973104573285,85,1694931205
lulc_00041,lulc,29,4,cropland,farmland,1.0,0.0,0.0,0.0,0.0,1.0,1.447242743059488,1.8187935498609176,1.2409144424503855,0.4168626946272904,93,2109724524
lulc_00042,lulc,27,3,barren,river_delta,0.7375217013888888,0.1619466145833333,0.0,0.0,0.7375217013888888,0.1005316840277777,0.7993355484572301,0.8828334188516951,3.1261394438234027,11.881932485323912,94,5652757
lulc_00043,lulc,24,1,vegetation,quarry,0.8234320746527778,0.0352647569444444,0.8234320746527778,0.0272081163194444,0.1140950520833333,0.0,1.3807937717584569,1.0021739340916105,0.0430014517562055,5.318969110786692,58,39523194
lulc_00044,lulc,26,2,built_up,harbour,0.9627549913194444,0.0187174479166666,0.0,0.9627549913194444,0.0185275607638888,0.0,1.0682153389881055,0.6023780760863464,0.500553982824047,5.58876080138619,82,310722063
lulc_00045,lulc,29,2,built_up,urban_grid,0.8579915364583334,0.0,0.1284450954861111,0.8579915364583334,0.0135633680555555,0.0,1.0316740108949627,1.3864401207366432,0.5393442238065477,0.4106478989719289,87,1007113120
lulc_00046,lulc,25,0,water,river_delta,1.0,1.0,0.0,0.0,0.0,0.0,2.380775625734517,1.9069657857792723,0.904356844625944,10.111925982301262,63,193390484
lulc_00047,lulc,28,0,water,harbour,0.5958930121527778,0.5958930121527778,0.0,0.1921657986111111,0.2119411892361111,0.0,1.8570039930784,1.0984265783788154,0.7255665089015209,4.664449358387002,50,783395114
lulc_00048,lulc,28,3,barren,quarry,1.0,0.0,0.0,0.0,1.0,0.0,1.97152790187524,1.42118124762283,2.3333137582923658,5.204067780560236,57,784370367
lulc_00049,lulc,25,0,water,river_delta,0.6784396701388888,0.6784396701388888,0.0,0.0,0.0,0.3215603298611111,2.245781625243884,1.7821226756648287,0.9750100002698294,4.40790055562179,53,1973270457
lulc_00050,lulc,25,4,cropland,farmland,0.8466525607638888,0.0827907986111111,0.070556640625,0.0,0.0,0.8466525607638888,1.097558793799444,0.8198341946103938,1.50228991830323,3.580408055693701,78,208250372
lulc_00051,lulc,28,1,vegetation,urban_grid,0.6668294270833334,0.0,0.6668294270833334,0.0433485243055555,0.2898220486111111,0.0,2.071660946045658,0.803273017440108,1.1835957244630644,4.945255559795553,56,1650649140
lulc_00052,lulc,29,4,cropland,farmland,0.7269151475694444,0.1178656684027777,8.138020833333333e-05,0.1551378038194444,0.0,0.7269151475694444,1.211475003593363,1.8835951989537645,1.4092028671354253,9.173837123952158,59,149824219
lulc_00053,lulc,26,4,cropland,farmland,0.7782118055555556,0.0340983072916666,0.0449761284722222,0.1427137586805555,0.0,0.7782118055555556,1.6127403802148337,2.2968099461524574,3.041825290548842,5.599441690147266,53,526383570
lulc_00054,lulc,25,1,vegetation,farmland,1.0,0.0,1.0,0.0,0.0,0.0,0.9778173927125408,2.3876169304229404,2.990104662503989,6.378397096584518,75,237143514
lulc_00055,lulc,27,2,built_up,harbour,0.86962890625,0.0693088107638889,0.0,0.86962890625,0.0610622829861111,0.0,1.3204534515354769,2.2852112923189174,3.1134516987082805,0.2125450067812178,48,1192972779
lulc_00056,lulc,28,1,vegetation,river_delta,0.6067979600694444,0.0,0.6067979600694444,0.0,0.1990831163194444,0.1941189236111111,1.7311138684251643,2.2707966507389643,1.4683475208120265,9.463184271497711,93,1726741746
lulc_00057,lulc,27,2,built_up,urban_grid,0.7820909288194444,0.0,0.0,0.7820909288194444,0.2179090711805555,0.0,1.88906141505822,2.2858927071728568,1.6461337707763777,2.9653632538475483,84,1148649564
lulc_00058,lulc,26,1,vegetation,quarry,0.8731282552083334,0.0762803819444444,0.8731282552083334,0.0031195746527777,0.0474717881944444,0.0,1.8926569346233268,1.2112373973239836,2.769536687098316,11.488062676403436,47,1998908272
lulc_00059,lulc,25,4,cropland,farmland,0.7533094618055556,0.1237521701388889,0.1229383680555555,0.0,0.0,0.7533094618055556,1.456204022188428,1.5148141422868329,2.7310824016866104,3.095773631655629,86,310892828
lulc_00060,lulc,28,1,vegetation,river_delta,1.0,0.0,1.0,0.0,0.0,0.0,1.5448509782774829,0.8886232234938657,3.012478944632462,9.165492874996623,74,515807595
lulc_00061,lulc,27,1,vegetation,urban_grid,1.0,0.0,1.0,0.0,0.0,0.0,2.119467413819492,2.181265256119804,0.7172965133889889,0.5810619718805565,78,1529082459
lulc_00062,lulc,26,1,vegetation,farmland,0.8464898003472222,0.0292426215277777,0.8464898003472222,0.0,0.0,0.124267578125,1.5266580451151848,1.4220523699379035,1.3958160887554627,9.599247889405872,86,1249820412
lulc_00063,lulc,27,2,built_up,urban_grid,1.0,0.0,0.0,1.0,0.0,0.0,2.131912900045269,2.2942914418375526,1.5239328799514926,7.307451334799579,85,1730966918
lulc_00064,lulc,26,4,cropland,farmland,0.7078993055555556,0.234375,0.0577256944444444,0.0,0.0,0.7078993055555556,1.1810125425836098,1.409919843165368,1.3717384256461929,2.688137898417454,84,690070292
lulc_00065,lulc,25,1,vegetation,quarry,0.7797037760416666,0.2202962239583333,0.7797037760416666,0.0,0.0,0.0,1.9434365647660847,1.5386705173289543,2.7805918454194094,8.815830871368245,90,103593964
lulc_00066,lulc,27,4,cropland,farmland,1.0,0.0,0.0,0.0,0.0,1.0,1.0904129413994066,1.9765971774826172,2.8472031797525013,9.274565112425542,72,1177237513
lulc_00067,lulc,25,1,vegetation,farmland,0.6510145399305556,0.0,0.6510145399305556,0.0292154947916666,0.0,0.3197699652777778,1.249435681786307,1.2577971178483551,3.1150785980983544,7.627789383401938,87,199720602
lulc_00068,lulc,29,2,built_up,harbour,0.7865125868055556,0.0,0.0,0.7865125868055556,0.2134874131944444,0.0,2.0896786433867587,0.8020432052733993,1.796198089783665,10.831427691077478,70,160110343
lulc_00069,lulc,25,0,water,river_delta,0.7600368923611112,0.7600368923611112,0.0,0.0,0.0375705295138888,0.202392578125,2.186199661282197,0.7551376056324629,0.0246586295093653,9.559689392973024,72,324557567
lulc_00070,lulc,28,1,vegetation,urban_grid,0.8474934895833334,0.0,0.8474934895833334,0.0,0.1525065104166666,0.0,1.432785979387893,1.5633163915563937,2.94468069902127,0.8651419845555095,52,312837636
lulc_00071,lulc,25,4,cropland,farmland,0.8640679253472222,0.0515950520833333,0.0843370225694444,0.0,0.0,0.8640679253472222,0.9851903896850898,2.1422139076735958,1.2111671653146827,10.394486050944968,71,1938250947
lulc_00072,lulc,24,4,cropland,farmland,1.0,0.0,0.0,0.0,0.0,1.0,1.5269381609233714,0.7581215051288375,1.2517938494289065,9.160565151896074,70,921572870
lulc_00073,lulc,29,0,water,harbour,0.9545355902777778,0.9545355902777778,0.0,0.0283474392361111,0.0171169704861111,0.0,2.0505360859957134,1.278124954367402,2.7770395744590424,3.553229942733742,54,886539559
lulc_00074,lulc,24,1,vegetation,river_delta,0.8530002170138888,0.0411783854166666,0.8530002170138888,0.0,0.002197265625,0.1036241319444444,2.3943194220984445,2.357978169063863,1.9783761058682328,6.791209110521979,89,1052006235
lulc_00075,lulc,24,0,water,harbour,0.7386338975694444,0.7386338975694444,0.0,0.2613661024305556,0.0,0.0,1.9552325423511008,1.4904772008726712,1.8224134128627856,5.5869836769687575,61,1277936208
lulc_00076,lulc,25,2,built_up,quarry,0.9356011284722222,0.0321994357638888,0.0,0.9356011284722222,0.0321994357638888,0.0,2.363815671945623,1.8856102677912672,1.5405976332812137,5.31717050126357,75,542770013
lulc_00077,lulc,24,4,cropland,farmland,1.0,0.0,0.0,0.0,0.0,1.0,1.0314375453234037,1.2754645753888578,1.0167791554277106,10.642767688796386,92,660637365
lulc_00078,lulc,26,1,vegetation,river_delta,1.0,0.0,1.0,0.0,0.0,0.0,1.322694708827199,1.0719421451071505,0.8869443319453657,1.1480231227595312,53,1835093577
lulc_00079,lulc,28,3,barren,river_delta,1.0,0.0,0.0,0.0,1.0,0.0,1.5080745899660082,1.1883680720158856,1.9476085665534464,11.452986698984631,89,59444677
lulc_00080,lulc,24,3,barren,quarry,1.0,0.0,0.0,0.0,1.0,0.0,0.6979595343584901,2.099396076341611,1.7066803475294725,2.7078323780457474,71,1127168352
lulc_00081,lulc,29,0,water,quarry,0.8098687065972222,0.8098687065972222,0.0,0.0,0.1901312934027778,0.0,1.2192928641639342,1.2965348977264273,1.3457884809882414,8.281764065149302,92,960359361
lulc_00082,lulc,29,1,vegetation,river_delta,0.7668999565972222,0.0,0.7668999565972222,0.0,0.0706922743055555,0.1624077690972222,2.376956396505573,1.1782674519296428,2.803791335530986,5.671074375885509,68,1729340024
lulc_00083,lulc,26,3,barren,quarry,0.6647406684027778,0.081298828125,0.1913248697916666,0.0626356336805555,0.6647406684027778,0.0,1.3453502653339453,1.8570608261446824,1.464760979977265,7.603533127619119,81,2115419950
lulc_00084,lulc,25,1,vegetation,farmland,0.7608235677083334,0.0272352430555555,0.7608235677083334,0.2119411892361111,0.0,0.0,1.979139330749256,2.132011186995675,3.048827646228561,2.2611846984071486,51,320497824
lulc_00085,lulc,24,4,cropland,farmland,1.0,0.0,0.0,0.0,0.0,1.0,1.7463611237076848,2.0834238154854887,1.6195348414849278,1.7272884728863214,79,742371146
lulc_00086,lulc,26,2,built_up,urban_grid,0.7222764756944444,0.0,0.10986328125,0.7222764756944444,0.1678602430555555,0.0,1.3579108372164286,1.5728520392793706,1.7493366229720717,8.25991650105081,86,2045993383
lulc_00087,lulc,27,1,vegetation,quarry,1.0,0.0,1.0,0.0,0.0,0.0,1.4912129945974288,2.30032640338158,2.4903111240931444,6.214339612860881,64,174959953
lulc_00088,lulc,24,2,built_up,urban_grid,1.0,0.0,0.0,1.0,0.0,0.0,2.1842039819156813,2.022962883531486,0.2552703207614804,11.70529616611632,77,835132469
lulc_00089,lulc,29,2,built_up,harbour,0.805908203125,0.0041232638888888,0.0,0.805908203125,0.1899685329861111,0.0,0.6824760724155509,0.7511273115439047,2.77438611705442,5.980030301844223,65,1371874042
lulc_00090,lulc,25,3,barren,river_delta,0.7071126302083334,0.0,0.0391438802083333,0.0,0.7071126302083334,0.2537434895833333,0.6711630048622321,1.1612993612445102,1.8658461651009477,10.609168036503617,60,1032325729
lulc_00091,lulc,27,3,barren,quarry,0.6947699652777778,0.0274793836805555,0.1187065972222222,0.1590440538194444,0.6947699652777778,0.0,1.2128925321424011,2.2349433528087093,1.0883674084952184,4.760206366501099,83,270873710
lulc_00095,lulc,29,0,water,quarry,1.0,1.0,0.0,0.0,0.0,0.0,0.8486751027260221,1.827004257291525,2.995217333294871,4.816962976281129,81,844594625
lulc_00097,lulc,27,0,water,river_delta,0.6570909288194444,0.6570909288194444,0.132568359375,0.0,0.1437445746527778,0.0665961371527777,2.2167118992762798,1.3399269281423576,2.1343171810585617,5.942781477152058,53,366832881
lulc_00099,lulc,28,0,water,quarry,0.8449435763888888,0.8449435763888888,0.1550564236111111,0.0,0.0,0.0,0.9841657142144928,0.8710004568339524,0.9407235669649592,11.833615335605757,59,1580864845
lulc_00100,lulc,29,3,barren,quarry,1.0,0.0,0.0,0.0,1.0,0.0,1.598926314985487,1.8904337753363056,0.5820342677269783,6.333227807472155,56,1497156836
lulc_00101,lulc,29,3,barren,quarry,1.0,0.0,0.0,0.0,1.0,0.0,2.0088272391285225,1.2675698346773827,3.039064277068852,7.472666088447033,82,19946815
lulc_00108,lulc,26,4,cropland,farmland,1.0,0.0,0.0,0.0,0.0,1.0,1.24577803375107,1.868489316794799,1.4018101915084948,9.589618613762124,55,321864903
lulc_00109,lulc,29,3,barren,quarry,0.8497178819444444,0.1367730034722222,0.0,0.0135091145833333,0.8497178819444444,0.0,1.336166286167515,1.1104022007506336,2.346282460971576,6.371594003179032,61,674862410
lulc_00112,lulc,24,3,barren,river_delta,0.6557345920138888,0.0,0.0705023871527777,0.0,0.6557345920138888,0.2737630208333333,1.3960950122018592,1.3925230566173463,0.7455515194019661,0.7734272787376049,55,2083468148
