id,split,region,label,class,scene_type,purity,frac_water,frac_vegetation,frac_built_up,frac_barren,frac_cropland,deg_sigma_x,deg_sigma_y,deg_theta,deg_noise,deg_jpeg_q,deg_noise_seed
test_00038,test,218,4,cropland,farmland,0.8363444010416666,0.0,0.0,0.16365559895833334,0.0,0.8363444010416666,2.3554025075956186,0.9356490545146037,2.1151372679574374,1.7713731530298324,77.0,270663148.0
test_00039,test,234,0,water,harbour,0.6395399305555556,0.6395399305555556,0.0,0.348876953125,0.011583116319444444,0.0,2.31355867700882,1.7016812106284882,2.3348428305438063,3.294311786939302,49.0,1617440083.0
test_00040,test,220,4,cropland,farmland,0.8593478732638888,0.06724717881944445,0.029242621527777776,0.04416232638888889,0.0,0.8593478732638888,1.4245773290479136,1.7437517330844048,1.8199639162110377,4.415627032969723,56.0,1600647389.0
test_00041,test,230,0,water,river_delta,0.6788465711805556,0.6788465711805556,0.1913791232638889,0.0,0.12977430555555555,0.0,1.5144550126054122,2.1353706613518746,1.5184443752239982,8.733046752249788,64.0,1171544576.0
test_00042,test,213,3,barren,river_delta,0.5906032986111112,0.0,0.3160264756944444,0.0,0.5906032986111112,0.09337022569444445,1.4722328340954807,0.7251902351112754,2.237843708307,5.728163775662259,54.0,2082132686.0
test_00043,test,238,2,built_up,quarry,0.7745225694444444,0.024359809027777776,0.12196180555555555,0.7745225694444444,0.07915581597222222,0.0,1.3846959022487888,1.7331924292813916,2.0925259861352288,3.414976550033495,90.0,1237872471.0
test_00044,test,235,4,cropland,farmland,0.8651801215277778,0.0,0.0,0.1348198784722222,0.0,0.8651801215277778,2.0517228358104007,0.9928938330764819,2.2065011544603204,1.7843482945881273,72.0,1858074535.0
test_00045,test,225,2,built_up,urban_grid,0.6862250434027778,0.0,0.2138129340277778,0.6862250434027778,0.09996202256944445,0.0,2.1169349436188787,1.401630185017775,2.0691761599952008,11.95414448033172,53.0,291604950.0
test_00046,test,219,3,barren,river_delta,0.8852267795138888,0.0,0.07744683159722222,0.0,0.8852267795138888,0.03732638888888889,0.9010392452686509,1.098015806933944,3.125257916348188,11.721861894090917,89.0,1324823266.0
test_00047,test,232,2,built_up,harbour,0.7015787760416666,0.1557074652777778,0.0,0.7015787760416666,0.14271375868055555,0.0,1.3823815329693403,2.095202005270975,2.056389225873465,7.705867936077542,88.0,1092574582.0
test_00048,test,215,4,cropland,farmland,0.8398980034722222,0.0971408420138889,0.060980902777777776,0.001980251736111111,0.0,0.8398980034722222,1.6155286882183684,0.927925017566497,3.0547825250947516,1.8678115340895216,76.0,1651388459.0
test_00049,test,212,1,vegetation,river_delta,0.676513671875,0.019802517361111112,0.676513671875,0.0,0.08270941840277778,0.2209743923611111,2.218215433556861,1.5666895940530936,0.22161553393992603,6.132621008319786,93.0,191083793.0
test_00050,test,226,1,vegetation,urban_grid,0.6381293402777778,0.0,0.6381293402777778,0.2664930555555556,0.09537760416666667,0.0,2.099621385383203,1.2791807798853494,1.1508190166310177,9.850276219228281,49.0,521673384.0
test_00051,test,223,4,cropland,farmland,0.9576822916666666,0.039360894097222224,0.002956814236111111,0.0,0.0,0.9576822916666666,0.9749660104732842,1.8274254223956299,2.7913902500138703,5.849925799712199,46.0,602047796.0
test_00052,test,238,4,cropland,farmland,0.8256293402777778,0.04823133680555555,0.07194010416666667,0.05419921875,0.0,0.8256293402777778,1.7295160288786637,0.9745488835288236,1.4288404023772496,11.409740353266056,51.0,2135376588.0
test_00053,test,222,2,built_up,quarry,0.6944444444444444,0.04261610243055555,0.262939453125,0.6944444444444444,0.0,0.0,1.393888187878745,1.3399698126001418,1.932074643845776,2.8234460328881874,84.0,758969859.0
test_00054,test,234,2,built_up,urban_grid,1.0,0.0,0.0,1.0,0.0,0.0,1.2086354834682627,1.8052847504987257,2.950473544039994,3.245759997916687,78.0,403531526.0
test_00055,test,220,3,barren,quarry,0.7304958767361112,0.0,0.2695041232638889,0.0,0.7304958767361112,0.0,0.7432401464331191,1.6311762375962866,1.6091251730803486,4.125075728334651,59.0,928782364.0
test_00056,test,236,2,built_up,urban_grid,0.8869900173611112,0.0,0.008246527777777778,0.8869900173611112,0.1047634548611111,0.0,1.5603638160808755,1.1311666709402184,1.7010062695826988,6.664052257597332,80.0,1372218579.0
test_00057,test,230,1,vegetation,farmland,0.6118435329861112,0.0,0.6118435329861112,0.3881564670138889,0.0,0.0,0.8348065624800016,1.6371222166567323,1.105436683777157,4.644435276987705,48.0,1706872796.0
test_00058,test,220,1,vegetation,farmland,0.7987196180555556,0.1770562065972222,0.7987196180555556,0.0,0.0,0.024224175347222224,1.1445409622038825,1.8158426790860478,2.7264436814925586,10.717235454376649,68.0,1069352170.0
test_00059,test,214,0,water,harbour,0.6077202690972222,0.6077202690972222,0.0,0.21248372395833334,0.17979600694444445,0.0,1.644346016445685,0.698508747653991,1.717869251994402,2.3567420796563017,49.0,1190786268.0
test_00060,test,221,1,vegetation,river_delta,1.0,0.0,1.0,0.0,0.0,0.0,0.8768817155385024,1.4414015504600335,1.0716064860967387,1.798274348184271,90.0,1935006614.0
test_00061,test,220,0,water,harbour,0.8803439670138888,0.8803439670138888,0.0,0.012803819444444444,0.10685221354166667,0.0,1.9182307900546132,1.2690047654755978,2.1473822374952287,7.311996671992581,92.0,1720905553.0
test_00062,test,221,4,cropland,farmland,0.6729058159722222,0.0,0.3270941840277778,0.0,0.0,0.6729058159722222,1.031615097661817,0.8074223130970444,1.8359952309940322,6.068492954480131,51.0,1927763564.0
test_00063,test,221,1,vegetation,river_delta,0.71533203125,0.117919921875,0.71533203125,0.0,0.09950086805555555,0.06724717881944445,0.9860171463935652,1.5347868796556723,0.0787889653234192,10.746346739105082,59.0,2054830.0
test_00064,test,235,3,barren,quarry,0.9341905381944444,0.04465060763888889,0.0,0.021158854166666668,0.9341905381944444,0.0,1.839723223073717,2.1974336647577233,0.12029235110885778,5.185849327620172,46.0,1181548747.0
test_00065,test,225,4,cropland,farmland,0.7734375,0.1752387152777778,0.018663194444444444,0.032660590277777776,0.0,0.7734375,1.0058736755071354,1.3183762034530928,0.25706254374460313,4.775306806702916,75.0,611455166.0
test_00066,test,223,1,vegetation,river_delta,0.6757269965277778,0.1008029513888889,0.6757269965277778,0.0,0.10313585069444445,0.1203342013888889,1.8344372586563291,2.0855716043113204,0.42254051970030304,1.564515260488621,88.0,109803218.0
test_00067,test,221,4,cropland,river_delta,1.0,0.0,0.0,0.0,0.0,1.0,1.061706697949749,1.3929722978450072,0.0033122107813619477,3.7106881935962024,48.0,912792580.0
test_00068,test,214,4,cropland,farmland,0.7648111979166666,0.0,0.23518880208333334,0.0,0.0,0.7648111979166666,0.9516405938513439,1.8549152087852878,1.88272392292024,2.301179768987757,55.0,1819614567.0
test_00069,test,214,0,water,river_delta,1.0,1.0,0.0,0.0,0.0,0.0,0.9747277089472688,1.086415615586069,0.1578469845763248,8.106735207138637,71.0,1094380774.0
test_00070,test,224,1,vegetation,river_delta,1.0,0.0,1.0,0.0,0.0,0.0,1.8055740928210602,1.7255150345228527,3.03113847658103,0.5436714233451996,81.0,886133873.0
test_00071,test,231,2,built_up,urban_grid,0.8205023871527778,0.0,0.0,0.8205023871527778,0.1794976128472222,0.0,1.8392623276881022,0.7923198329523392,2.9932765414768014,4.330898288091679,76.0,644517728.0
test_00072,test,222,4,cropland,farmland,0.6689995659722222,0.0,0.0,0.3310004340277778,0.0,0.6689995659722222,1.7078125339153112,2.0827495729902537,2.6762567035628932,0.6138155067539932,63.0,1105457276.0
test_00073,test,238,4,cropland,farmland,0.7125922309027778,0.2874077690972222,0.0,0.0,0.0,0.7125922309027778,1.515186928981724,2.2785482168638738,1.3677772648986442,1.3402905808118435,55.0,188870382.0
test_00074,test,233,2,built_up,harbour,0.9746365017361112,0.025363498263888888,0.0,0.9746365017361112,0.0,0.0,0.8708790646434545,2.0470458438580925,2.2045713493115247,6.1375841169392436,59.0,1817306428.0
test_00075,test,213,3,barren,quarry,1.0,0.0,0.0,0.0,1.0,0.0,2.3187226471324367,1.4931644365443484,2.8146375564777855,0.10338347544076898,80.0,1451415144.0
test_00076,test,215,0,water,river_delta,0.9374186197916666,0.9374186197916666,0.06258138020833333,0.0,0.0,0.0,2.071493644148424,0.981328908495869,1.1481019869818951,8.34968935817536,70.0,1481515893.0
test_00077,test,214,3,barren,quarry,0.8952907986111112,0.04513888888888889,0.0,0.0595703125,0.8952907986111112,0.0,1.3302019769061284,1.0952113075976864,0.020598075024939346,9.064916811451,74.0,388072045.0
test_00078,test,219,1,vegetation,urban_grid,0.9246961805555556,0.0,0.9246961805555556,0.018907335069444444,0.056396484375,0.0,0.677830967055213,0.8782919063931551,0.9038176417978674,7.7395167415939214,77.0,2076845901.0
test_00079,test,236,3,barren,quarry,0.8372395833333334,0.057807074652777776,0.0,0.1049533420138889,0.8372395833333334,0.0,2.3770703559207993,1.6403560560932298,0.6652513828416418,9.917557663305725,59.0,737531441.0
test_00080,test,224,3,barren,urban_grid,0.8751085069444444,0.0,0.04245334201388889,0.08243815104166667,0.8751085069444444,0.0,1.9945601292457025,1.6897974480407796,1.6269638562946063,1.0857646988254435,78.0,819018627.0
test_00081,test,230,2,built_up,urban_grid,1.0,0.0,0.0,1.0,0.0,0.0,1.9474092744494316,0.9646714240248111,0.40255563731430977,10.715798876834272,74.0,1972944159.0
test_00082,test,223,0,water,harbour,0.7830132378472222,0.7830132378472222,0.0,0.0,0.2169867621527778,0.0,2.100825871173816,1.505270478593269,2.3508702722435646,8.933932128033415,55.0,504873507.0
test_00083,test,217,0,water,quarry,0.7728678385416666,0.7728678385416666,0.22713216145833334,0.0,0.0,0.0,0.9089133339519533,1.4317353618550066,1.6876752292028905,11.606098990321478,94.0,193406601.0
test_00084,test,229,0,water,river_delta,0.7425672743055556,0.7425672743055556,0.007649739583333333,0.0,0.2497829861111111,0.0,1.728767197930038,2.2371074959476527,2.521517442047008,5.88675264195239,85.0,1269800649.0
test_00085,test,223,3,barren,quarry,0.8755967881944444,0.0,0.0,0.12440321180555555,0.8755967881944444,0.0,0.7081207572330694,0.9964171295629868,2.043813930215066,0.3700518562909325,84.0,885935151.0
test_00086,test,237,1,vegetation,quarry,0.8221571180555556,0.0,0.8221571180555556,0.14613172743055555,0.03171115451388889,0.0,1.7146444152847469,1.6459069015068315,2.3233477567632264,9.049490785239524,90.0,1717675624.0
test_00087,test,213,3,barren,river_delta,0.7584906684027778,0.23499891493055555,0.006510416666666667,0.0,0.7584906684027778,0.0,0.9366178806041834,1.8409902909059968,1.765555779456027,2.7162812389793483,51.0,237683817.0
test_00088,test,238,1,vegetation,farmland,1.0,0.0,1.0,0.0,0.0,0.0,1.8873361066090149,2.1204516640287547,2.6564848361503857,6.658692324744891,73.0,1532168659.0
test_00089,test,229,1,vegetation,farmland,0.7381727430555556,0.027669270833333332,0.7381727430555556,0.002143012152777778,0.0,0.23201497395833334,1.8544997638832839,2.004788790587797,0.2300424136100447,5.028544307766017,72.0,1754379388.0
test_00090,test,219,1,vegetation,farmland,0.7689073350694444,0.11995442708333333,0.7689073350694444,0.0,0.0,0.11113823784722222,2.172438518583685,0.8868170919050794,2.1319975445337156,7.06153114592757,95.0,1483862679.0
test_00091,test,238,4,cropland,farmland,0.9024522569444444,0.0,0.04861111111111111,0.04893663194444445,0.0,0.9024522569444444,0.9669842296796132,1.7245338121420342,2.94669472952651,7.085422351731198,65.0,414949953.0
test_00092,test,218,1,vegetation,urban_grid,0.785888671875,0.0,0.785888671875,0.09174262152777778,0.12236870659722222,0.0,1.4847820924657777,2.355431266334024,0.09746264384157745,8.065680745557202,77.0,142719835.0
test_00093,test,219,4,cropland,farmland,0.9706217447916666,0.0,0.0,0.029378255208333332,0.0,0.9706217447916666,1.1625110222396393,0.9800710170372366,1.0356199583316918,7.876977132559807,50.0,1052711632.0
test_00094,test,211,4,cropland,farmland,0.7311740451388888,0.0,0.0,0.2688259548611111,0.0,0.7311740451388888,2.3419074735072045,1.5835549730812883,0.6201773032867903,11.860600054491837,92.0,319106693.0
test_00095,test,233,2,built_up,urban_grid,0.7868109809027778,0.0,0.19441731770833334,0.7868109809027778,0.018771701388888888,0.0,1.6165545100510754,1.3246460615478206,0.8957860568067226,8.803021984858926,65.0,29315285.0
test_00096,test,237,3,barren,quarry,0.7177191840277778,0.04087999131944445,0.2112087673611111,0.030192057291666668,0.7177191840277778,0.0,1.4006423484787218,1.3020278567396524,1.8007255781185745,9.474257201112994,94.0,1598439078.0
test_00097,test,238,2,built_up,urban_grid,1.0,0.0,0.0,1.0,0.0,0.0,1.6608378094472722,2.0842446217289607,2.6756878465333687,8.75243799538104,50.0,1919531803.0
test_00098,test,226,4,cropland,farmland,1.0,0.0,0.0,0.0,0.0,1.0,1.0670189887964847,1.244130926804898,1.4362352298753842,7.853922814391918,89.0,1229819275.0
test_00099,test,229,2,built_up,harbour,0.6822374131944444,0.0,0.0,0.6822374131944444,0.3177625868055556,0.0,1.407257539848389,1.090932654676545,1.5967416390140223,11.493454706238072,74.0,1314229412.0
test_00100,test,224,1,vegetation,river_delta,0.7867838541666666,0.1665581597222222,0.7867838541666666,0.0,0.04665798611111111,0.0,1.7760329163956952,1.9348227509650817,0.3931392492979193,7.335717769659086,84.0,1532666339.0
test_00101,test,232,4,cropland,farmland,0.8320855034722222,0.0,0.0,0.1679144965277778,0.0,0.8320855034722222,1.8204573402837863,1.914803969985146,2.0917588296206175,8.59318017920154,86.0,57884045.0
test_00102,test,234,1,vegetation,river_delta,1.0,0.0,1.0,0.0,0.0,0.0,1.9594161732518067,1.7862868479528742,1.2542325452859413,6.219515647223383,55.0,1708860405.0
test_00103,test,216,2,built_up,urban_grid,0.9067111545138888,0.0,0.016357421875,0.9067111545138888,0.0769314236111111,0.0,2.0925314416024294,0.8492131180151474,0.6258296717950282,7.733990712377879,61.0,1062719036.0
test_00104,test,238,2,built_up,urban_grid,1.0,0.0,0.0,1.0,0.0,0.0,1.35015797892988,2.258085412081987,2.179964971954411,10.453205848134244,77.0,935129376.0
test_00105,test,223,4,cropland,river_delta,0.7128363715277778,0.052083333333333336,0.2350802951388889,0.0,0.0,0.7128363715277778,2.0422327283704655,1.7200086053894603,0.15857085136919952,4.53117681486345,69.0,1576762689.0
test_00106,test,220,1,vegetation,river_delta,1.0,0.0,1.0,0.0,0.0,0.0,1.3090854203982658,2.299169927748017,1.4211119675199377,11.017873426003286,88.0,1935327207.0
test_00107,test,217,3,barren,quarry,0.7877061631944444,0.087158203125,0.0,0.12513563368055555,0.7877061631944444,0.0,1.9297507610820492,1.5229033582113116,0.9309369306275417,10.275867679407991,50.0,1581528682.0
test_00108,test,215,1,vegetation,quarry,0.9212782118055556,0.0,0.9212782118055556,0.042887369791666664,0.035834418402777776,0.0,1.476294637137655,0.6427765034667233,1.1236985154601744,11.154101133880857,89.0,1878581452.0
test_00109,test,232,0,water,harbour,0.6778700086805556,0.6778700086805556,0.0,0.0,0.3221299913194444,0.0,1.769974438179549,1.469019318629241,1.0254903876514387,1.6313098092576097,56.0,644972671.0
test_00110,test,234,2,built_up,harbour,0.6920844184027778,0.3079155815972222,0.0,0.6920844184027778,0.0,0.0,1.887232346718664,1.5449582315908867,2.788190910438427,5.039471954244469,55.0,2130812533.0
test_00111,test,216,3,barren,quarry,1.0,0.0,0.0,0.0,1.0,0.0,1.736751127109514,0.6266160616968705,2.18745161586695,11.690314896867347,91.0,43661698.0
test_00112,test,221,1,vegetation,farmland,0.8132052951388888,0.0,0.8132052951388888,0.0,0.0,0.1867947048611111,2.1141847673445193,0.8338809170413546,1.0718492959763466,0.8738755069459794,83.0,453859258.0
test_00113,test,234,2,built_up,quarry,0.7472330729166666,0.07744683159722222,0.1418728298611111,0.7472330729166666,0.033447265625,0.0,1.1574982142181764,1.4016776777318665,2.2065885426568346,7.409337138651325,86.0,2034342792.0
test_00114,test,215,0,water,quarry,1.0,1.0,0.0,0.0,0.0,0.0,1.4447404225622784,2.3726809499871746,1.286006544505595,7.54574581914831,69.0,1439915420.0
test_00115,test,210,0,water,harbour,0.8994140625,0.8994140625,0.0,0.0,0.1005859375,0.0,1.2750568303522472,1.5328436689635816,1.4188793855033832,10.59821117660118,67.0,112398605.0
test_00116,test,211,0,water,river_delta,0.8595106336805556,0.8595106336805556,0.060302734375,0.0,0.021918402777777776,0.058268229166666664,1.1704780287574228,1.37564230520283,0.906510071248645,11.861132396737002,50.0,164023931.0
test_00117,test,229,4,cropland,farmland,0.5782335069444444,0.0,0.009060329861111112,0.4127061631944444,0.0,0.5782335069444444,2.108983621465824,0.8399287527786836,0.11922952058635555,11.02049581146268,80.0,1629024013.0
test_00118,test,228,4,cropland,farmland,0.7654622395833334,0.03366427951388889,0.022596571180555556,0.1782769097222222,0.0,0.7654622395833334,1.8452170833430737,0.7890039512896114,2.216228796071445,4.128191118224658,69.0,65032687.0
test_00119,test,233,1,vegetation,farmland,0.7925889756944444,0.20741102430555555,0.7925889756944444,0.0,0.0,0.0,1.9002843792840394,1.716972889708933,3.0934972961715683,2.0352636102908823,60.0,2112975184.0
test_00120,test,237,3,barren,quarry,1.0,0.0,0.0,0.0,1.0,0.0,1.0540432299405817,2.111323518591913,2.7533385418663676,7.55802454670413,88.0,1922270882.0
test_00121,test,231,2,built_up,harbour,1.0,0.0,0.0,1.0,0.0,0.0,0.6356441663234786,1.3254383939150913,0.055888133044245794,9.973305613092407,80.0,480437304.0
test_00122,test,210,4,cropland,river_delta,0.7310926649305556,0.2689073350694444,0.0,0.0,0.0,0.7310926649305556,1.3372482450834398,1.7605878157537265,0.054489848066341086,10.278946479629237,91.0,1558814551.0
test_00123,test,229,1,vegetation,farmland,0.8761393229166666,0.0954318576388889,0.8761393229166666,0.028428819444444444,0.0,0.0,2.1566759572241265,1.5803173643866812,2.0538401721136172,9.756670929260054,51.0,1047584545.0
test_00124,test,238,0,water,river_delta,0.878173828125,0.878173828125,0.0,0.0,0.0,0.121826171875,1.4657289428590308,0.6407129438354783,2.45659167994326,10.528810275012384,54.0,1002259466.0
test_00125,test,221,2,built_up,harbour,0.919921875,0.044514973958333336,0.0,0.919921875,0.035563151041666664,0.0,0.8578873959334224,1.2361053747565767,3.1048048216263893,3.604492148352358,60.0,676542616.0
test_00126,test,217,2,built_up,urban_grid,0.8030870225694444,0.0,0.19691297743055555,0.8030870225694444,0.0,0.0,1.6761614524699087,1.5764152912180065,1.3653306366125875,9.508775662321181,58.0,1434730741.0
test_00127,test,221,1,vegetation,river_delta,0.7922905815972222,0.015625,0.7922905815972222,0.0,0.1920844184027778,0.0,0.8046144344529578,1.2278997780636964,2.346377104368399,8.476936224239491,70.0,1004414476.0
test_00128,test,229,3,barren,quarry,0.7686903211805556,0.005045572916666667,0.0005154079861111111,0.22574869791666666,0.7686903211805556,0.0,0.9681000937206945,0.7865791261914912,2.7202915667592076,11.180428183124604,84.0,1417346971.0
test_00129,test,225,4,cropland,farmland,1.0,0.0,0.0,0.0,0.0,1.0,2.372616689991497,2.1756651754699043,2.819173754872514,8.649544173997846,88.0,683007381.0
test_00130,test,227,3,barren,urban_grid,0.6263292100694444,0.0,0.3736707899305556,0.0,0.6263292100694444,0.0,1.9795572538319375,0.7956719214056637,0.5255765088525277,2.3990472484207475,45.0,552852202.0
test_00131,test,229,4,cropland,farmland,0.7740071614583334,0.1587456597222222,0.018419053819444444,0.048828125,0.0,0.7740071614583334,1.6411816182735,1.6922661462940574,1.7116837869643926,1.0299109911916986,48.0,1909529365.0
test_00132,test,239,3,barren,quarry,0.8884006076388888,0.03236219618055555,0.03713650173611111,0.04210069444444445,0.8884006076388888,0.0,1.843300318409586,0.8621284805378401,1.4269783756294618,7.9357088046865725,85.0,629623682.0
test_00133,test,233,2,built_up,harbour,0.9695366753472222,0.0,0.0,0.9695366753472222,0.030463324652777776,0.0,2.319683517682809,2.3584250654863226,1.5935652320158527,4.2786387607944505,75.0,456027151.0
